ISBN,title,authorSecondName,authorFirstName,pages,YearPublish
5296728,Metamorfozy,Fedorov,Ivan,887,2003
8986852,,Zaitsev,Gennady,263,2003
1348660,Podvodnaya odisseya,Volkov,Nikolai,1248,2004
4191160,Proshchay oruzhiye,Novikov,Alexei,1128,2005
3541496,Den strashnogo suda,Pavlov,Roman,1871,2005
3948454,Put do zvyozd,Makarov,Artem,1757,2005
4064243,Domovoy,Zaitsev,Artem,761,2005
1726737,Metamorfozy,Zaitsev,Yaroslav,205,2006
4831205,Metamorfozy,Egorov,Dmitri,787,2006
8699055,Vremennaya petlya,Pavlov,Boris,1123,2007
8727094,Dostoevsky: Sudba i tvorchestvo,Chernov,Leonid,1855,2007
8332076,Serebryanoye ozero,Karpov,Nikolai,548,2007
5296843,Na beregu vechnosti,Novikov,Roman,1486,2007
5407409,Prestuplenie i nakazanie,Makarov,Boris,967,2008
7811260,Gore ot uma,Zaitsev,Stanislav,1538,2008
6069654,Zvezdnyy pilot,Kalinin,Andrei,369,2008
2933460,Labirinty razuma,Petrov,Boris,1297,2008
6502490,Gore ot uma,Novikov,Gennady,1520,2008
5407237,Belaya gvardiya,Orlov,Dmitri,454,2009
3351834,Anna Karenina,Petrov,Alexei,1808,2009
3322056,Legendy severa,Zaitsev,Artem,1607,2009
2175528,Prestuplenie i nakazanie,Chernov,Gennady,1539,2009
4152047,Dostoevsky: Sudba i tvorchestvo,Kalinin,Ivan,105,2009
5360135,,Smirnov,Leonid,1382,2010
2613341,Vremya pervykh,Lebedev,Leonid,830,2010
6446847,Zhemchuzhnoe ozero,Morozov,Mikhail,1645,2010
3822291,,Ivanov,Sergei,1798,2010
9592773,Na beregu vechnosti,Lebedev,Konstantin,689,2010
7967646,Iskry budushchego,Zaitsev,Stanislav,513,2010
3659900,Anna Karenina,Kalinin,Gennady,1956,2010
5843322,Legendy severa,Lebedev,Yaroslav,1112,2011
2494471,Master i Margarita,Ivanov,Leonid,778,2011
4780564,Ocherednoy pervy klas,Petrov,Andrei,1881,2012
2827609,Ocherednoy pervy klas,Smirnov,Vladislav,995,2012
3321223,Den strashnogo suda,Karpov,Gennady,1889,2012
3328596,Zvezdnyy pilot,Zaitsev,Yaroslav,1052,2012
9028250,Vokzal mechty,Kalinin,Artem,791,2012
2314055,Labirinty razuma,Kalinin,Vladislav,1918,2013
8791475,Noch svobody,Fedorov,Sergei,236,2013
6314246,Vremya pervykh,Volkov,Artem,1195,2014
8721079,Zov predkov,Lebedev,Roman,244,2014
4933316,Anna Karenina,Kalinin,Roman,1592,2015
4954983,Domovoy,Petrov,Dmitri,242,2015
6455185,Rasskazy o prirode,Morozov,Andrei,1038,2016
4486043,Pod znakom Vody,Popov,Andrei,418,2016
6524197,Piknyk na obochine,Pavlov,Yaroslav,856,2016
7121873,Severny veter,Pavlov,Artem,597,2016
8353307,Metamorfozy,Petrov,Andrei,1591,2016
8973057,Master i Margarita,Lebedev,Dmitri,1806,2016
7962759,Zemlya lyudey,Makarov,Artem,780,2017
2507673,Dostoevsky: Sudba i tvorchestvo,Orlov,Maxim,536,2017
5096586,Dostoevsky: Sudba i tvorchestvo,Petrov,Sergei,458,2017
5793567,Gravitatsiya,Yakovlev,Gennady,1709,2018
6261371,Severny veter,Popov,Alexei,1660,2018
5889039,Domovoy,Makarov,Ivan,1108,2018
7552559,Pyat zvyozd,Smirnov,Pavel,90,2018
6606446,Tayna Karpat,Petrov,Pavel,1541,2018
2974165,Anna Karenina,Petrov,Roman,1754,2018
6838609,Na beregu vechnosti,Makarov,Leonid,1074,2018
8397170,Podvodnaya odisseya,Smirnov,Maxim,1733,2018
2407659,Kogda goryat mosty,Novikov,Ivan,1189,2019
1581985,Zvyozdnyy rubikon,Ivanov,Stanislav,1442,2019
7293506,Legendy severa,Egorov,Oleg,479,2020
2536462,Vybor cheloveka,Pavlov,Mikhail,262,2020
6585810,Dostoevsky: Sudba i tvorchestvo,Petrov,Konstantin,995,2020
5206147,Vybor cheloveka,Smirnov,Stanislav,796,2021
6602284,Domovoy,Smirnov,Mikhail,188,2021
3441002,Pod znakom Vody,Makarov,Maxim,1411,2021
2828854,Na dnye,Ivanov,Alexei,1452,2021
8592499,Put do zvyozd,Pavlov,Boris,208,2022
1093998,Zvezdnyy pilot,Karpov,Alexei,1954,2022
2096473,Plamya i led,Karpov,Sergei,622,2022
6112174,Svet vo t'me,Kuznetsov,Vladislav,1702,2022
9996431,Tayna glubiny,Makarov,Ivan,510,2022
5534953,Vremennaya petlya,Orlov,Artem,551,2023
1389634,Vokzal mechty,Fedorov,Roman,1077,2023
5881826,Mir v teni,Makarov,Vladislav,1109,2023
2822403,Zhemchuzhnoe ozero,Popov,Maxim,381,2023
2189200,Na dnye,Popov,Mikhail,1518,2024
6542568,Svet vo t'me,Pavlov,Vladislav,1077,2024
5482521,Put do zvyozd,Kuznetsov,Boris,1468,2024
3466210,Mir v teni,Morozov,Mikhail,871,2024
